7626-95,6224-40,313881,いかないで,카아이 유키,,,가지마,소우타(想太)
7632-88,XXX,673202,ダチュラと林檎,유즈키 유카리,,,다투라와 사과,네지시키 (ねじ式)
7621-47,6214-51,727621,走れ,GUMI,,,달려,KEI
7628-33,6218-44,737007,ドーナツホール,GUMI,,,도넛 홀,하치P
7613-50,XXX,722430,ドレミファロンド,하츠네 미쿠,,,도레미파 론도,40mP
7639-13,XXX,688551,東京モノクロ,유즈키 유카리,,,도쿄 모노크롬,오와타P
4826-16,4699-24,676199,東京サマーセッション,"GUMI, v flower",,,도쿄 서머 세션,HoneyWorks
7629-27,6218-52,737540,毒占欲,하츠네 미쿠,,,독점욕,DECO*27
7603-74,6203-65,108858,どうぶつ占い,하츠네 미쿠,,,동물점보기,스코프
7625-27,XXX,XXX,ジエンド,유즈키 유카리,,,디 엔드,오와타P
7625-22,6213-97,727174,ラズベリー*モンスター,하츠네 미쿠,,,라즈베리*몬스터,HoneyWorks
7633-77,6217-83,736375,ラブ@ライアー,GUMI,,,러브@라이어,HoneyWorks
7604-65,6204-81,136579,ロミオとシンデレラ,하츠네 미쿠,,,로미오와 신데렐라,doriko
7624-47,6214-21,727178,ロクベル,IA,,,록벨,HoneyWorks
7600-90,XXX,138844,ルカルカ★ナイトフィーバー,메구리네 루카,,,루카루카★나이트 피버,samfree
7602-25,7900-96,178934,リグレットメッセージ,카가미네 린,,,리그렛 메시지,악의P
XXX,XXX,137798,リバースデイ,하츠네 미쿠,,,리버스 데이,KEI
7627-71,XXX,680452,リンカーネイション,"GUMI,카가미네 린",,,리인카네이션,kemu
4826-39,XXX,676373,リトルリグレット,하츠네 미쿠,,,리틀 리그렛,HoneyWorks
7610-27,6204-60,145548,リンネ,하츠네 미쿠,,,린네,하치
7632-05,6207-12,196078,リフレクト,하츠네 미쿠,,,리플렉트,yukkedoluce
7609-66,4042-19,104952,リリリリ★バーニングナイト,Lily,,,릴리릴리★버닝 나이트,samfree
7617-75,6221-34,738781,魔女ザルムホーファーの逃亡,MEIKO,,,마녀 잘름호퍼의 도망,악의P
4826-29,XXX,676375,ママ,하츠네 미쿠,,,마마,HoneyWorks
7623-79,XXX,722048,魔法の鏡,카가미네 린·렌,,,마법의 거울,"히토시즈쿠P, 야마△"
7620-72,6204-87,102722,魔法の手,카가미네 렌,,,마법의 손,히토시즈쿠P
7628-55,6220-63,738911,心做し,GUMI,,,마음탓,나비P
7610-38,6204-44,145551,マトリョシカ,"하츠네 미쿠,GUMI",,,마트료시카,하치P
7620-93,XXX,727929,満月の実験室,카가미네 린,,,만월의 실험실,악의P
7626-74,6215-79,733302,コトバのうた,"하츠네 미쿠,GUMI",,,말의 노래,40mP
7628-63,XXX,738350,亡国のネメシス,카가미네 린·렌,,,망국의 네메시스,"히토시즈쿠P, 야마△"
7606-66,XXX,146316,妄想スケッチ,하츠네 미쿠,,,망상 스케치,40mP
7623-02,XXX,XXX,メーデー,하츠네 미쿠,,,메이데이,KEI
7602-85,6211-47,101068,メランコリック,카가미네 린,,,멜랑콜릭,Junky
7633-74,6217-87,736380,テレカクシ思春期,카가미네 렌,,,멋쩍은 사춘기,HoneyWorks
4826-42,XXX,676370,魔法旋律(マジックメロディ),심화,,,마법선율(매직 멜로디),HoneyWorks
7604-73,4042-18,104953,メグメグ☆ファイアーエンドレスナイト,GUMI,,,메구메구☆파이어 엔들리스 나이트,samfree
7619-63,XXX,103271,モーメント,하츠네 미쿠,,,모멘트,KEI
7632-08,6219-36,738349,箱庭の夢,IA,,,모형정원의 꿈,"히토시즈쿠P, 야마△"
7603-34,XXX,138301,箱庭の少女,하츠네 미쿠,,,모형정원의 소녀,악의P
XXX,XXX,665094,夢魅鳥,유즈키 유카리,,,몽매조,azuma
7624-53,6212-38,724882,無気力クーデター,GUMI,,,무기력 쿠데타,Last Note.
7610-05,6211-58,721779,未来線,하츠네 미쿠,,,미래선,1640mP
7622-47,6220-21,738704,迷走ラプソディ,"GUMI, Lily, 카무이 가쿠포",,,미주 랩소디,"히토시즈쿠P, 야마△"
XXX,6233-59,734176,ミキミキ★ロマンティックナイト,SF-A2 개발코드 miki,,,미키미키★로맨틱 나이트,samfree
7620-92,XXX,722434,針音ノ時計塔,"KAITO, 카아이 유키",,,바늘소리의 시계탑,악의P
7623-01,XXX,XXX,ホタル,하츠네 미쿠,,,반딧불이,KEI
XXX,XXX,725180,夜空に華咲くお願いサマー!,"KAITO, 카가미네 렌, 카무이 가쿠포, 히야마 키요테루",,,밤하늘에 꽃피는 부탁 서머!,판단P
7621-96,6211-59,721439,放課後ストライド,GUMI,,,방과 후 스트라이드,Last Note.
7611-34,XXX,729345,背徳の記憶〜The Lost Memory〜,"KAITO, 카가미네 렌, 카무이 가쿠포",,,배덕의 기억~The Lost Memory~,natsuP
7623-54,6211-70,722260,背徳の花,카가미네 린·렌,,,배덕의 꽃,"히토시즈쿠P, 야마△"
7622-89,XXX,735696,桜舞イ散リヌ-麗-,"KAITO, 카가미네 렌, 카무이 가쿠포",,,벚꽃은 아름답게 흐트러지고,natsuP
7603-30,XXX,198157,ヴェノマニア公の狂気,카무이 가쿠포,,,베노마니아 공의 광기,악의P
7633-80,6217-79,736382,病名恋ワズライ,GUMI,,,병명 상사병,HoneyWorks
7638-27,XXX,XXX,鳳仙花,유즈키 유카리,,,봉선화,쿠로사와 마도카 (黒澤まどか)
7634-57,6234-45,671993,不条理ルーレット,GUMI,,,부조리 룰렛,Last Note.
XXX,XXX,106705,不屈力！！,"KAITO, 카가미네 렌, 카무이 가쿠포, 히야마 키요테루",,,불굴력！！,판단P
7621-39,XXX,723619,非公開日誌,GUMI,,,비공개 일지,미키토P
7605-33,6202-51,102624,秘蜜～黒の誓い～,카가미네 린·렌,,,비밀 ~흑의 맹세~,히토시즈쿠P
7625-93,6214-85,728467,ビバハピ,하츠네 미쿠,,,비바해피,Mitchie M
7639-70,6250-94,XXX,雨とペトラ,v flower,,,비와 페트라,벌룬
7621-40,XXX,730257,赤い靴のパレード,"메구리네 루카, 카가미네 린·렌, 하츠네 미쿠",,,빨간 구두의 퍼레이드,"악의P, 정열P"
7614-24,6206-83,196753,イカサマライフゲイム,GUMI,,,사기 라이프 게임,kemu
7614-43,6235-15,722047,イカサマ⇔カジノ,카가미네 린·렌,,,사기⇔카지노,"히토시즈쿠P, 야마△"
7619-80,XXX,727930,砂漠のBLUEBIRD,카가미네 렌,,,사막의 BLUEBIRD,악의P
7622-52,6204-78,723618,サリシノハラ,하츠네 미쿠,,,사리시노하라,미키토P
XXX,146159,146159,サイバーサンダーサイダー,VY1,,,사이버 썬더 사이다,EZFG
7607-50,6202-53,107173,からくり卍ばーすと,카가미네 린·렌,,,살육인형卍버스트,"히토시즈쿠P, 야마△"
7633-10,2826-05,670295,三角ジェラシー,하츠네 미쿠,,,삼각 질투(삼각 젤러시),HoneyWorks
7604-27,XXX,139899,サンドリヨン,"하츠네 미쿠,KAITO",,,상드리용,시그널P
7633-45,6234-02,672026,絵空事スパイラル,GUMI,,,상상화 스파이럴,Last Note.
XXX,6211-52,106552,腐れ外道とチョコレゐト,하츠네 미쿠,,,썩은 외도와 초콜릿,피노키오피
5985-57,4699-64,674780,暁月夜-アカツキヅクヨ-,카가미네 린,,,새벽달 -아카츠키 츠쿠요-,HoneyWorks
7628-86,6228-32,315001,サテライト,하츠네 미쿠,,,새틀라이트,emon
7618-24,6208-03,111646,サテライト,SF-A2 개발코드 miki,,,새틀라이트,페페롱P
7600-48,6200-03,179198,夕日坂,하츠네 미쿠,,,석양의 언덕,doriko
7620-71,XXX,XXX,紲月歌,유즈키 유카리,,,설월가,Bumpy우르시 (Bumpyうるし)
7623-67,6185-27,722481,雪花繚乱,하츠네 미쿠,,,설화요란,다이스케P
7626-33,6216-16,734094,世界寿命と最後の一日,GUMI,,,세계수명과 마지막 하루,스즈무
7621-22,XXX,731923,細菌汚染 - Bacterial Contamination -,하츠네 미쿠,,,세균오염,카니미소P
7615-80,6208-03,197830,セツナトリップ,GUMI,,,순간 여행(세츠나 트립),Last Note.
XXX,XXX,669556,しゃったーちゃんす,IA,,,셔터 찬스,미키토P
7621-62,6233-02,722421,夕立のりぼん,MAYU,,,소나기의 리본,미키토P
7629-29,6218-53,737539,音偽バナシ,하츠네 미쿠,,,소리 거짓 이야기/가짜 이야기,DECO*27
7630-97,XXX,127407,鎖の少女,하츠네 미쿠,,,쇠사슬의 소녀,노보루↑
7604-05,XXX,135622,囚人,카가미네 렌,,,수인,수인P
7619-18,6218-22,736959,淑女ベリィの作り方,하츠네 미쿠,,,숙녀 베리를 만드는 방법,마치게리타
XXX,XXX,196887,かくれんぼ,하츠네 미쿠,,,숨바꼭질,시마시마P
7366-02,XXX,XXX,スノーマン,KAITO,,,스노우맨,halyosy
XXX,XXX,135293,スターシップ,하츠네 미쿠,,,스타쉽,KEI
7632-48,XXX,670888,すろぉもぉしょん,하츠네 미쿠,,,슬로 모션,피노키오피
7624-46,XXX,312730,かなしみのなみにおぼれる,카가미네 렌,,,슬픔의 물결에 빠져,Neru
7611-05,XXX,103333,時忘人,KAITO,,,시간을 잊은 사람,일해줘P
7633-75,6217-86,736381,ハジマリノサヨナラ,하츠네 미쿠,,,시작의 이별,HoneyWorks
7618-38,6208-10,198243,カミサマネジマキ,GUMI,,,신님 태엽감기,kemu
XXX,XXX,106817,神の名前に堕ちる者,하츠네 미쿠,,,신의 이름으로 타락하는 자/신의 이름에 타락하는 자,kaoling
7617-73,6216-82,735294,シルバーバレット,GUMI,,,Silver Bullet(실버 불릿),페페론P
7612-57,XXX,732082,心臓デモクラシー,하츠네 미쿠,,,심장 데모크라시,미키토P
7610-50,6210-39,731304,深海少女,하츠네 미쿠,,,심해소녀,유우유P
7632-34,XXX,XXX,シンガソン,"하츠네 미쿠, GUMI, Lily, 메구리네 루카, 카가미네 린·렌, IA, 카아이 유키, 네코무라 이로하, 유즈키 유카리",,,싱거송 (singasong),레루리리
7633-39,XXX,XXX,双極性トランキライザー,유즈키 유카리,,,쌍극성 트랭퀼라이저,nami(오야카타P) (nami(親方P))
7610-13,XXX,738528,アドレサンス,카가미네 린·렌,,,아드레산스,시그널P
7614-94,XXX,722355,子猫のパヤパヤ,"하츠네 미쿠,MEIKO",,,아기고양이 파야파야,원컵P
7624-51,6211-84,722417,アイドルを咲かせ,하츠네 미쿠,,,아이돌을 꽃피워라,Mitchie M
7624-52,6215-12,729062,愛Dee,하츠네 미쿠,,,아이디,Mitchie M
7631-18,6224-31,XXX,サヨナラチェーンソー,유즈키 유카리,,,안녕 체인소,쿠라게P
7646-43,XXX,715718,アンドロイドガール,하츠네 미쿠,,,안드로이드 걸,DECO*27
7634-62,XXX,XXX,おい!これアウトか!?,유즈키 유카리,,,어이! 이거 아웃이야!?,SLAVE.V-V-R
7600-89,6200-13,100158,こっち向いて Baby,하츠네 미쿠,,,여길 봐 Baby,ryo
7603-18,XXX,199348,悪徳のジャッジメント,KAITO,,,악덕의 저지먼트,악의P
7603-37,XXX,127551,悪食娘コンチータ,MEIKO,,,악식녀 콘치타,악의P
7602-26,XXX,178844,悪ノ娘,카가미네 린,,,악의 딸,악의P
7602-32,XXX,178331,悪ノ召使,카가미네 렌,,,악의 하인,악의P
7633-11,2826-04,670126,さよなら両片想,GUMI,,,안녕 너와 나의 짝사랑,HoneyWorks
7605-28,6200-78,104037,アンチクロロベンゼン,카가미네 린,,,안티클로로벤젠,오와타P
7626-70,6215-72,733294,アゲアゲアゲイン,하츠네 미쿠,,,어게어게 어게인,Mitchie M
4343-13,6235-12,671237,おこちゃま戦争,카가미네 린·렌,,,어린이 전쟁,"기가P,레오루"
7622-97,XXX,XXX,エコー,하츠네 미쿠,,,에코,KEI
196571,XXX,7603-38,円尾坂の仕立屋,메구리네 루카,,,엔비자카의 재봉사,악의P
7633-87,XXX,672147,十三番目の黙示録,카가미네 린·렌,,,열세번째 묵시록,"히토시즈쿠P, 야마△"
7624-26,6212-78,725270,猿マネ椅子盗りゲーム,IA,,,완전범죄 러브레터,150P
7629-48,XXX,XXX,激おこぷんぷん丸,유즈키 유카리,,,완전 화남 흥칫뿡,야즈키
7624-85,6214-20,727177,吉田、家出するってよ,하츠네 미쿠,,,"요시다, 가출한대",HoneyWorks
7606-59,6201-24,107168,雨夢楼,"카가미네 린, 하츠네 미쿠",,,우몽루,히토시즈쿠P
XXX,4708-51,689036,ヒビカセ,하츠네 미쿠,,,울려퍼져라,"기가P,레오루"
7618-51,6203-42,111686,泣キ虫カレシ,"하츠네 미쿠, 카가미네 렌",,,울보 남자친구,HoneyWorks
7624-27,XXX,731789,完全犯罪ラブレター,IA,,,원숭이 흉내 의자 뺏기 게임,150P
7600-65,XXX,91146,ワールドイズマイン,하츠네 미쿠,,,월드 이즈 마인,supercell(ryo)
7629-46,XXX,314086,月陽-ツキアカリ-,GUMI,,,월양~달빛~,미키토P
7621-68,6233-04,721181,威風堂々,"하츠네 미쿠, 카가미네 린, 메구리네 루카, 구미, IA",,,위풍당당,우메토라
7612-21,6205-97,31232,ゆめゆめ,하츠네 미쿠,,,유메유메,DECO*27
7625-34,6214-27,727395,有頂天ビバーチェ,GUMI,,,유정천 비바체,Last Note.
7619-64,XXX,103261,ユートピア,하츠네 미쿠,,,유토피아,KEI
7616-29,6208-01,198247,六兆年と一夜物語,IA,,,육조 년과 하룻밤 이야기,kemu
XXX,6211-55,7216-82,銀鱗,KAITO,,,은린,은린P
7619-22,6210-45,732081,いーあるふぁんくらぶ,"카가미네 린, GUMI",,,이얼 팬클럽,미키토P
7634-02,6235-76,672798,このふざけた素晴らしき世界は、僕の為にある,하츠네 미쿠,,,"이 실없이 멋진 세계는, 나를 위해 있다",n.k
7631-73,6227-72,314934,十六夜シーイング,GUMI,,,이자요이 시잉,Last Note.
7620-87,6208-27,198460,イージーデンス,하츠네 미쿠,,,이지 댄스,Mitchie M
XXX,6207-94,197133,二次元ドリームフィーバー,하츠네 미쿠,,,이차원 드림 피버,PolyphonicBranch
7612-30,7612-30,147490,インビジブル,"카가미네 린,GUMI",,,인비저블,kemu
7611-44,6204-91,146312,人生リセットボタン,GUMI,,,인생 리셋 버튼,kemu
7615-84,6233-06,732010,インタビュア,메구리네 루카,,,인터뷰어,쿠와가타P
7633-53,6234-77,671861,七つの罪と罰,"카무이 가쿠포, MEIKO, 카가미네 린·렌, 하츠네 미쿠, 메구리네 루카, KAITO, GUMI",,,일곱 개의 죄와 벌,악의P
7633-25,6235-09,6710-63,一騎当千,"카가미네 린, 하츠네 미쿠, 메구리네 루카, GUMI, IA",,,일기당천,우메토라
7623-75,6186-06,723432,エレクトロサチュレイタ,하츠네 미쿠,,,일렉트로 샤츄레이터,tilt-six
7610-73,6213-85,727126,エレクトリック・ラブ,하츠네 미쿠,,,일렉트릭 러브,하치오지P
7613-98,6207-13,196064,一心不乱,"하츠네 미쿠, 메구리네 루카, GUMI",,,일심불란,우메토라
7614-52,XXX,722506,眠らせ姫からの贈り物,하츠네 미쿠,,,잠을 주는 공주의 선물,악의P
7629-51,6218-78,737823,我楽多イノセンス,GUMI,,,잡동사니 이노센스,Last Note.
추가요함,6211-41,추가요함,才能シュレッダー,하츠네 미쿠,,,재능 슈레더,나나호시 관현악단
7624-25,6212-58,725268,在来ヒーローズ,"하츠네 미쿠, GUMI, 카가미네 린, MAYU",,,재래 히어로즈,150P
7622-98,XXX,XXX,ジャック,하츠네 미쿠,,,잭,KEI
7633-47,6234-43,672079,赤裸々キャンディ,GUMI,,,적나라 캔디,Last Note.
7635-89,XXX,678511,全く身にならないソング,유즈키 유카리,,,전혀 도움이 안되는 송,레토르트×키요×아라와토
7611-52,6209-92,731171,第一次ジブン戦争,"우타타네 피코, 카가미네 렌",,,제1차 자신 전쟁,HoneyWorks
7633-79,6217-84,736374,第三次プリン戦争,"하츠네 미쿠, GUMI",,,제3차 푸딩 전쟁,HoneyWorks
7628-11,6218-70,737743,好き!雪!本気マジック,하츠네 미쿠,,,좋아! 눈! 진심 매직,Mitchie M
7626-36,6212-79,725271,終焉ノ栞,IA,,,종언의 서표,150P
7611-60,6203-45,111687,スキキライ,카가미네 린·렌,,,좋아 싫어,HoneyWorks
7626-22,6222-81,312870,朱色の砂浜,GUMI,,,주홍빛 모래사장,미키토P
7256-67,XXX,XXX,しねばいいのに,KAITO,,,죽으면 좋을 텐데,dBu music
XXX,6235-11,XXX,厨病激発ボーイ,카가미네 렌,,,중병격발 보이,레루리리
7618-39,6210-42,732073,地球最後の告白を,GUMI,,,지구 최후의 고백을,kemu
추가요함,6242-94,추가요함,ジベタトラベル,하츠네미쿠,,,지면여행,양지전공
7625-21,6213-96,727173,今ちょっとだけ話題の神様,GUMI,,,지금 조금 화제인 신님,HoneyWorks
7633-08,4686-79,670296,今好きになる。,하츠네 미쿠,,,지금 좋아하게 돼.,HoneyWorks
7622-99,XXX,XXX,通り雨,하츠네 미쿠,,,지나가는 비,KEI
7624-48,6213-98,727175,ヤキモチの答え,GUMI,,,질투의 대답,HoneyWorks
7624-82,6213-99,727176,ヤキモチの答え-another story-,하츠네 미쿠,,,질투의 대답 -another story-,HoneyWorks
XXX,XXX,312475,ケモノの唄,아키타 네루,,,짐승의 노래,요가라스P
4826-14,XXX,676202,イジワルな出会い,하츠네 미쿠,,,짓궂은 만남,HoneyWorks
XXX,XXX,109354,次元カンパネラ,카가미네 린,,,차원 캄파넬라,150P
7605-40,XXX,107205,刹月華,"카무이 가쿠포, KAITO, 카가미네 렌",,,찰월화,natsuP
7632-58,6236-87,670885,はじめまして地球人さん,하츠네 미쿠,,,처음 뵙겠습니다 지구인씨,피노키오피
7609-91,6203-92,116296,千本桜,하츠네 미쿠,,,천본앵,WhiteFlame(흑토끼P)
7169-76,XXX,136763,千年の独奏歌,후우가 나오토 KAITO,,,천년의 독주가,yanagiP
7619-21,6218-96,737999,アマツキツネ,카가미네 린,,,천상의 여우,마라시
7607-25,6203-54,116054,天ノ弱,GUMI,,,천성의 약함,164
7618-50,6209-94,731173,初恋の絵本,GUMI,,,첫사랑의 그림책,HoneyWorks
7638-58,6244-75,XXX,チェチェ・チェック・ワンツー！,유즈키 유카리,,,체체・체크・원투！,쿠라게P
7608-99,XXX,726772,最後のリボルバー,GUMI,,,최후의 리볼버,악의P
7634-72,XXX,XXX,ブスに巨乳って意味あんのかよ,유즈키 유카리,,,추녀에게 거유라니 의미있는 거냐고,SLAVE.V-V-R
7624-21,XXX,XXX,衝動×パンデモニクス,KAITO、 MEIKO、 VY2、 유즈키 유카리、 Lily,,,충동×판데모닉스,PolyphonicBranch
7637-62,6242-45,XXX,チュルリラ・チュルリラ・ダッダッダ！,유즈키 유카리,,,츄루리라・츄루리라・땃땃따!,쿠라게P
XXX,6206-61,196070,チルダマチルダ,히야마 키요테루,,,치루다마치루다,미키토P
7601-95,XXX,105774,鏡音レンの暴走,카가미네 렌,,,카가미네 렌의 폭주,cosMo@폭주P
7619-66,6208-39,198023,かこめかこめ,"하츠네 미쿠, 메구리네 루카",,,카고메카고메,ざわざわP(Kamiyanagi)
7616-47,6208-91,199414,コノハの世界事情,"하츠네 미쿠, IA",,,코노하의 세계사정,진(자연의 적P)
7600-14,7900-90,174841,ココロ,하츠네 미쿠,,,마음(VOCALOID 오리지널 곡),트라볼타
7624-24,XXX,727085,クノイチでも恋がしたい,"하츠네 미쿠, 카가미네 린",,,쿠노이치라도 사랑이 하고 싶어,미키토P
7603-40,XXX,720883,クロノ・ストーリー,"카가미네 린·렌, 메구리네 루카",,,크로노 스토리,mothy_악의P
7600-24,6210-37,731309,クローバークラブ,하츠네 미쿠,,,클로버♣클럽,유우유P
7630-79,XXX,XXX,クロウガール,유즈키 유카리,,,크로우 걸,YonoP
4826-15,XXX,676198,タナタロ,하츠네 미쿠,,,타나타로,HoneyWorks
7632-98,XXX,XXX,堕落夢想ガール,"하츠네 미쿠, 유즈키 유카리",,,타락몽상 걸,오키나 (翁)
7618-37,XXX,100168,タワー,메구리네 루카,,,타워,KEI
7604-81,XXX,106851,タイムマシン,하츠네 미쿠,,,타임머신,40미터P
3495-23,6210-70,732396,竹取オーバーナイトセンセーション,카가미네 린·렌,,,타케토리 오버나이트 센세이션,HoneyWorks
7608-70,6200-83,104073,探偵弱音ハクの憂鬱,"요와네 하쿠, 아키타 네루",,,탐정 요와네 하쿠의 우울,오와타P
7613-12,XXX,138150,ぜんまい仕掛けの子守唄,카가미네 린,,,태엽장치의 자장가,악의P
7604-62,XXX,176960,トルコ行進曲 - オワタ＼(^O^)/,하츠네 미쿠,,,터키 행진곡 - 망했다＼(^o^)／,오와타P
7626-62,6216-07,733949,透明エレジー,GUMI,,,투명 엘레지,n-buna
XXX,6211-51,106235,トリノコシティ,하츠네 미쿠,,,토리노코시티,40미터P
7603-25,XXX,731994,トワイライトプランク,카가미네 린·렌,,,트와이라이트 프랭크,악의P
7607-12,6203-40,116084,トゥインクル,카가미네 린·렌,,,트윙클,Junky
7604-13,6200-79,139620,パラジクロロベンゼン,카가미네 렌,,,파라디클로로벤젠,오와타P
7622-64,6208-11,198244,敗北の少年,GUMI,,,패배의 소년,kemu
7624-54,XXX,725267,負け犬至上主義,IA,,,패배자 지상주의,150P
7633-76,6217-81,736378,ペットショップガール ~ハニワ style~,"GUMI, IA, 토네 리온, 카가미네 린·렌, 하츠네 미쿠",,,펫 샵 걸 ~하니와 style~,HoneyWorks
XXX,XXX,725272,平凡な日常,IA,,,평범한 일상,150P
7622-95,XXX,XXX,フルスイング,카가미네 린,,,풀스윙,KEI
7607-96,5038-37,127199,ピアノ×フォルテ×スキャンダル,MEIKO,,,피아노×포르테×스캔들,OSTER project
7618-35,XXX,727436,ピエロ,하츠네 미쿠,,,피에로,KEI
7616-89,1599-30,1599-30,ピコピコ☆レジェンドオブザナイト,우타타네 피코,,,피코피코☆레전드 오브 더 나이트,samfree
7622-96,XXX,XXX,プレゼント,카가미네 렌,,,프레젠트,KEI
4826-17,XXX,676194,プロポーズ,하츠네 미쿠,,,프로포즈,HoneyWorks
7619-31,XXX,722433,プラトーの花,하츠네 미쿠,,,플래토의 꽃,악의P
7623-30,XXX,XXX,チミドロスイッチ,MAYU,,,피투성이 스위치,악의P
7603-42,XXX,198158,白ノ娘,요와네 하쿠,,,하얀 소녀,악의P
7600-83,6200-34,103620,初音ミクの消失,하츠네 미쿠,,,하츠네 미쿠의 소실,cosMo@폭주P
7600-87,6200-35,103627,初音ミクの暴走,하츠네 미쿠,,,하츠네 미쿠의 폭주,cosMo@폭주P
7603-20,XXX,723281,ハートビート・クロックタワー,KAITO,,,하트비트 클락타워,악의P
4826-22,4699-21,679611,ハートの主張,하츠네 미쿠,,,하트의 주장,HoneyWorks
7607-49,XXX,110360,骸骨楽団とリリア,하츠네 미쿠,,,해골악단과 리리아,토마
